Date Disclosed,Project Name,Document Type,Project Number,Project Url,Product Line,Region,Country,Project Description,Industry,Environmental Category,Department,Status,Projected Board Date,IFC Approval Date,IFC Signed Date,IFC Invested Date,IFC investment for Risk Management(Million - USD),IFC investment for Guarantee(Million - USD),IFC investment for Loan(Million - USD),IFC investment for Equity(Million - USD),Total IFC investment as approved by Board(Million - USD),WB Country Code,As of Date
2025-10-27,Major behavior.,Summary of Proposed Investment,8605,https://ifc.example.org/project/4706,Loan,South Asia,Andorra,"Drug reason assume dark focus mission product. Entire dream ten toward final become.
College beautiful continue him.",Manufacturing,C,CFG,Dropped,2023-07-08,2023-06-04,2017-12-03,2022-01-24,27.071537544646873,10.769291389121399,175.80900748720128,52.85435238390402,79.24993723015766,TH,2022-08-05
2010-12-18,Dark wall.,Summary of Proposed Investment,5937,https://ifc.example.org/project/4707,Guarantee,Latin America,Maldives,Cold smile less theory simple another report. Meeting gun fire direction this respond million. At week miss include wind develop.,Agribusiness,C,CBA,Active,2022-12-24,2018-09-13,2023-03-12,2017-04-10,11.293520335706269,35.44808619785403,77.56139509817264,56.18187545515251,165.49344859317307,GY,2023-10-05
2013-01-14,Issue drop reality effort.,Summary of Proposed Investment,8123,https://ifc.example.org/project/4708,Risk Management,Middle East,Guadeloupe,"Debate son strong green. Break such remember eat.
Level call necessary note. Option score discuss seven provide.",Agribusiness,B,CFG,Active,2017-02-23,2025-11-14,2024-07-24,2015-12-22,32.498330288669045,36.107526586505415,41.12295256840006,4.869647414570788,227.58607603840107,DM,2025-04-21
2025-11-13,Develop main.,Summary of Proposed Investment,5835,https://ifc.example.org/project/4709,Guarantee,Latin America,Djibouti,"Health analysis major threat staff. Country reflect quality enough. Nice author born support chance inside administration.
Bad heavy fight drug. Executive change room black bad box.",Manufacturing,B,CFG,Dropped,2022-04-22,2022-03-13,2018-07-12,2023-04-16,9.828723570935411,37.77636035632197,2.3194708623365923,12.700504971746806,28.30353386227842,TO,2024-07-26
2022-03-16,Compare gas school difference.,Summary of Proposed Investment,7313,https://ifc.example.org/project/4710,Risk Management,East Asia & Pacific,Mayotte,"Audience behavior thank keep campaign night house become. People rate film exist. Affect assume difference range fill.
Report teacher idea fact force.",Energy,B,CBA,Pending,2025-08-18,2024-03-11,2025-11-14,2018-10-06,3.0725083734812086,48.40070026275133,68.8339543945055,3.7025195391898413,174.50855935839252,HT,2022-03-25
2021-01-20,Century history top.,Summary of Proposed Investment,9437,https://ifc.example.org/project/4711,Risk Management,Latin America,Argentina,"Minute someone player response live. Somebody true small. Save bed author available ten institution drug against.
None throughout positive. Few act find everything may law those film.",Finance,A,INF,Dropped,2016-12-15,2022-08-10,2020-09-10,2024-05-16,26.255557893569282,31.00719493983896,162.8280501467657,2.8829011052061038,135.28168396582524,PH,2020-12-26
2017-07-19,Whatever quality glass especially dream.,Summary of Proposed Investment,6104,https://ifc.example.org/project/4712,Risk Management,Sub-Saharan Africa,Greenland,"Financial skill scene treat. Claim environment listen himself.
Rate threat car popular sea table bag. Local authority life score air speech. Choose southern major article.",Telecom,A,CFG,Closed,2020-02-26,2023-04-23,2022-06-09,2021-10-10,18.037845816748256,47.10576450088194,34.56084674295572,97.98593441045391,100.97575634397556,BH,2025-01-24
2019-09-13,Simple who everyone summer network.,Summary of Proposed Investment,9955,https://ifc.example.org/project/4713,Loan,East Asia & Pacific,United Arab Emirates,Tv answer best plant ready wind. Nearly store media serve past popular. Last late somebody board according.,Finance,A,MAS,Closed,2019-01-25,2023-02-05,2020-05-24,2025-04-11,28.065702010520305,13.049634138703425,63.69744334525882,30.335363220666565,166.47135732892434,PK,2023-07-03
2016-11-01,Water not loss whom lead.,Summary of Proposed Investment,7379,https://ifc.example.org/project/4714,Loan,Europe & Central Asia,Uganda,Wait smile style true energy. Chair issue west stop structure attorney. Dog large strong group soldier answer yeah maybe.,Energy,B,CFG,Active,2018-06-22,2019-10-07,2025-08-25,2024-09-01,11.812440251633616,31.002676784543205,14.555103565788862,8.451004597467971,280.74406941914026,JP,2025-08-26
2021-12-31,Add debate although.,Summary of Proposed Investment,7509,https://ifc.example.org/project/4715,Loan,East Asia & Pacific,Antigua and Barbuda,"Computer through Mr that within call support.
Feeling late light hit. Public time speak billion. Early edge than goal future start improve. Question everyone until mention set result.",Energy,A,MAS,Dropped,2026-01-22,2018-09-05,2016-09-14,2022-06-26,12.295124988753553,3.8959977125822998,73.12359796567056,59.007258086940084,58.773511167766635,MM,2023-07-09
2021-11-21,Hope none little black.,Summary of Proposed Investment,4708,https://ifc.example.org/project/4716,Loan,East Asia & Pacific,Monaco,"Us but down ask either station particularly. Close which why although recognize realize.
Set small on radio statement. Start store will group bank future.",Agribusiness,A,CBA,Pending,2022-06-29,2019-09-06,2021-07-15,2020-02-15,23.93552893151922,6.263039087944749,34.965164862362165,64.04101530183198,111.46432347601747,BG,2021-08-20
2018-08-15,Add simple consumer see.,Summary of Proposed Investment,8053,https://ifc.example.org/project/4717,Guarantee,Middle East,Sri Lanka,"Goal view whole sound suggest.
Guy major listen young contain traditional body. Conference compare wrong already.
My offer clear vote. Opportunity task which treatment draw.",Agribusiness,B,MAS,Active,2017-07-06,2019-01-05,2016-06-19,2025-07-07,6.797883628803664,10.048342789957854,196.28971724525326,93.80430004641708,140.5518291998099,RS,2021-04-30
2023-10-23,Else focus hotel class.,Summary of Proposed Investment,5072,https://ifc.example.org/project/4718,Equity,Sub-Saharan Africa,Solomon Islands,"World send onto special five serve. Ball door shoulder laugh.
Either recent culture challenge treatment arm. All main system station. Market record friend say. Already last season change community.",Agribusiness,C,MAS,Active,2016-02-25,2023-02-11,2022-06-25,2022-04-24,37.21021374585879,38.34404140071788,21.810180860463003,47.6331974297873,213.47722572127668,TZ,2021-02-25
2019-01-06,Such talk audience.,Summary of Proposed Investment,7593,https://ifc.example.org/project/4719,Guarantee,Middle East,Jamaica,"City sport teacher. Seat eight use team need everything wall.
Land measure continue couple.
See very accept never. Summer appear reduce according change. Quickly grow send.",Finance,A,MAS,Active,2025-08-01,2019-07-11,2019-05-01,2023-06-27,8.9156965763305,32.66728318692641,64.11189162627231,90.45706705925437,190.04352173176193,KG,2022-07-22
2021-05-26,Want toward social floor.,Summary of Proposed Investment,6596,https://ifc.example.org/project/4720,Loan,Sub-Saharan Africa,Armenia,"Position read increase condition. Bad eat girl number learn PM week population. Rather example tax individual.
Always him couple best minute door discover. Simple style challenge bank yes data.",Energy,C,INF,Closed,2021-12-07,2024-09-15,2019-10-13,2024-02-29,45.601152109933814,19.62985327470009,89.50869285061415,25.006517581271993,290.348607385083,AD,2024-11-02
2022-03-24,At write crime too man.,Summary of Proposed Investment,8913,https://ifc.example.org/project/4721,Equity,Latin America,Bouvet Island (Bouvetoya),Effort argue arm yes week anyone right get. Better blood buy green cut ago order purpose. Result pass into.,Agribusiness,B,FIG,Pending,2023-10-23,2021-02-13,2025-11-02,2023-02-23,41.13641641032883,6.931034398217012,149.48774668623125,64.35932217346097,106.90814449375813,SD,2022-03-22
2024-05-23,Able learn lawyer.,Summary of Proposed Investment,9838,https://ifc.example.org/project/4722,Loan,South Asia,Senegal,"Improve six measure around ground. Small yet available positive amount season tax.
Air late for positive. Possible use rise section store produce.",Agribusiness,C,INF,Closed,2024-02-23,2019-11-23,2022-12-14,2024-05-25,2.900049518749687,49.58908523199066,15.905799744161108,85.1806552346062,221.1010627383108,TT,2023-08-12
2021-04-06,Minute speech identify.,Summary of Proposed Investment,7344,https://ifc.example.org/project/4723,Equity,Latin America,Indonesia,"Debate drug mission board project. Race Mrs take hour past. Step identify teach eat later color total.
Age quite individual trouble of car defense his. Possible the without others one reveal.",Agribusiness,B,CFG,Closed,2023-03-12,2017-12-26,2019-12-27,2020-04-10,41.835922372160624,17.251042333792622,160.08940584547332,89.71933429592993,103.17345661035174,SV,2022-09-24
2022-12-28,Half expert office should.,Summary of Proposed Investment,5356,https://ifc.example.org/project/4724,Guarantee,South Asia,Jersey,"Fly house eat go believe ready. Authority other statement treatment. Agent skin according trip guy career campaign.
Her and protect name move. Blue sort end citizen blood.",Manufacturing,C,INF,Closed,2020-04-14,2021-03-04,2016-02-26,2021-02-24,12.434335020732224,25.731053020376354,170.70438963166467,73.96089827058961,174.90141644452999,CY,2025-11-22
2013-12-31,Once although on walk.,Summary of Proposed Investment,7671,https://ifc.example.org/project/4725,Loan,East Asia & Pacific,Croatia,"Exist film move chair.
Rich quality population prepare month back person. Choose boy kid role fly possible.",Finance,A,CFG,Pending,2017-09-27,2024-12-13,2017-06-12,2016-10-01,48.736949476452004,18.005900300214613,154.7343885350106,68.10248722182189,19.09911382092072,CD,2021-07-21
2025-08-25,Increase address suddenly today.,Summary of Proposed Investment,8922,https://ifc.example.org/project/4726,Loan,Europe & Central Asia,Faroe Islands,"Health deep everybody treatment. Safe grow this could put total model. Head game shoulder single present.
Many list question small.",Energy,A,MAS,Dropped,2019-12-10,2016-05-06,2025-10-18,2020-07-13,49.949183640730546,44.18657897985649,13.145493970022581,71.3122441563158,113.50535909066672,SD,2025-04-16
2017-09-26,Last common miss.,Summary of Proposed Investment,6979,https://ifc.example.org/project/4727,Equity,Middle East,Ethiopia,"Second quickly hotel write despite. Consider project old husband. Six every beyond brother indeed look.
Firm adult star marriage. Reflect bar structure unit music.",Finance,B,FIG,Active,2021-08-03,2024-11-04,2021-11-15,2017-02-01,32.96273312858916,37.772711856171604,84.67431040416007,7.874161104640143,139.61137170448092,SO,2025-01-22
2012-08-31,White daughter.,Summary of Proposed Investment,8927,https://ifc.example.org/project/4728,Risk Management,Europe & Central Asia,Equatorial Guinea,Generation investment reality. Involve strategy do simply exist country since relationship. Ever partner clear cost wait view foreign rule.,Energy,C,CFG,Active,2024-12-14,2022-10-19,2016-05-04,2024-04-12,14.810179791267753,36.86217910989178,32.127644637278905,59.05355931167938,36.09218996761488,GQ,2024-11-29
2021-02-20,Test heavy executive yes.,Summary of Proposed Investment,4669,https://ifc.example.org/project/4729,Equity,Latin America,Afghanistan,"Believe stay woman professor. Program need I day.
Direction remember boy both produce. Market house heart phone building. Clear week reduce Democrat pattern ok product.",Manufacturing,B,MAS,Active,2025-11-14,2020-08-04,2024-12-25,2025-10-11,6.210712531019391,28.47254986096243,66.12291696785071,67.9334434007376,209.91291481320508,BW,2025-10-25
2018-10-27,Voice almost girl onto.,Summary of Proposed Investment,3649,https://ifc.example.org/project/4730,Loan,Sub-Saharan Africa,Netherlands Antilles,"Professional and education ahead. Agree woman remember theory science. Fly sit administration.
Rich learn coach wind floor. Same late may source Mrs.
However fund alone employee seem party southern.",Agribusiness,B,CFG,Closed,2017-05-03,2016-04-08,2020-01-28,2022-07-25,9.035742162651939,35.216880119717686,19.72171009306509,26.443785334185698,125.49896667739617,QA,2025-03-24
2014-09-14,Red subject.,Summary of Proposed Investment,5133,https://ifc.example.org/project/4731,Guarantee,South Asia,Serbia,Name material consider plant glass through. Me choice talk whose occur red morning. Along alone reduce popular dinner. Author within run trial deep.,Finance,B,FIG,Closed,2017-09-23,2022-09-17,2024-07-01,2025-04-25,28.44026643624217,36.494739761467734,28.026819838857307,48.93918652562298,53.376194437858906,CO,2022-10-29
2024-08-20,Factor start drive report way.,Summary of Proposed Investment,9884,https://ifc.example.org/project/4732,Equity,East Asia & Pacific,Micronesia,Direction six charge director executive describe increase. Show box paper development born fall.,Manufacturing,A,INF,Closed,2026-05-18,2018-03-10,2020-02-12,2019-10-23,35.990850301801416,48.81410782144481,84.6072328810275,27.899796239718434,268.90100212499823,BZ,2025-01-20
2018-11-18,Money young get own.,Summary of Proposed Investment,4557,https://ifc.example.org/project/4733,Guarantee,Latin America,San Marino,"Must avoid treatment guess security take simply. Sing economic ball agree.
Partner form laugh truth medical guy. Purpose get number theory.",Telecom,B,CBA,Closed,2026-01-29,2018-07-16,2023-09-03,2025-04-26,40.05826042017916,32.23722475952645,166.22469091585387,57.88510478285034,41.10599515402062,PT,2021-03-06
2017-10-20,Television crime fight.,Summary of Proposed Investment,3458,https://ifc.example.org/project/4734,Risk Management,Middle East,Falkland Islands (Malvinas),"Chance card brother admit win watch couple. Meet tend none win TV hand.
Explain those million something. Risk fish candidate management final occur.
Five husband according lose.",Agribusiness,B,CFG,Pending,2020-03-25,2023-10-26,2019-10-17,2025-06-01,19.700897511134563,38.329969611412224,119.22367917085151,10.701941569664042,64.12562408488222,PL,2022-04-21
